C:\Users\Harsh\Machine Learining\Self-driving\IMG\center_2021_08_04_13_15_12_314.jpg,C:\Users\Harsh\Machine Learining\Self-driving\IMG\left_2021_08_04_13_15_12_314.jpg,C:\Users\Harsh\Machine Learining\Self-driving\IMG\right_2021_08_04_13_15_12_314.jpg,0,0,0,6.402344E-06
C:\Users\Harsh\Machine Learining\Self-driving\IMG\center_2021_08_04_13_15_12_392.jpg,C:\Users\Harsh\Machine Learining\Self-driving\IMG\left_2021_08_04_13_15_12_392.jpg,C:\Users\Harsh\Machine Learining\Self-driving\IMG\right_2021_08_04_13_15_12_392.jpg,0,0,0,8.154429E-06
C:\Users\Harsh\Machine Learining\Self-driving\IMG\center_2021_08_04_13_15_12_470.jpg,C:\Users\Harsh\Machine Learining\Self-driving\IMG\left_2021_08_04_13_15_12_470.jpg,C:\Users\Harsh\Machine Learining\Self-driving\IMG\right_2021_08_04_13_15_12_470.jpg,0,0,0,1.078609E-05
C:\Users\Harsh\Machine Learining\Self-driving\IMG\center_2021_08_04_13_15_12_546.jpg,C:\Users\Harsh\Machine Learining\Self-driving\IMG\left_2021_08_04_13_15_12_546.jpg,C:\Users\Harsh\Machine Learining\Self-driving\IMG\right_2021_08_04_13_15_12_546.jpg,0,0,0,5.363969E-06
C:\Users\Harsh\Machine Learining\Self-driving\IMG\center_2021_08_04_13_15_12_622.jpg,C:\Users\Harsh\Machine Learining\Self-driving\IMG\left_2021_08_04_13_15_12_622.jpg,C:\Users\Harsh\Machine Learining\Self-driving\IMG\right_2021_08_04_13_15_12_622.jpg,0,0,0,1.633335E-05
C:\Users\Harsh\Machine Learining\Self-driving\IMG\center_2021_08_04_13_15_12_696.jpg,C:\Users\Harsh\Machine Learining\Self-driving\IMG\left_2021_08_04_13_15_12_696.jpg,C:\Users\Harsh\Machine Learining\Self-driving\IMG\right_2021_08_04_13_15_12_696.jpg,0,0,0,9.015815E-06
C:\Users\Harsh\Machine Learining\Self-driving\IMG\center_2021_08_04_13_15_12_778.jpg,C:\Users\Harsh\Machine Learining\Self-driving\IMG\left_2021_08_04_13_15_12_778.jpg,C:\Users\Harsh\Machine Learining\Self-driving\IMG\right_2021_08_04_13_15_12_778.jpg,0,0,0,1.223993E-05
C:\Users\Harsh\Machine Learining\Self-driving\IMG\center_2021_08_04_13_15_12_850.jpg,C:\Users\Harsh\Machine Learining\Self-driving\IMG\left_2021_08_04_13_15_12_850.jpg,C:\Users\Harsh\Machine Learining\Self-driving\IMG\right_2021_08_04_13_15_12_850.jpg,0,0,0,1.433716E-05
C:\Users\Harsh\Machine Learining\Self-driving\IMG\center_2021_08_04_13_15_12_927.jpg,C:\Users\Harsh\Machine Learining\Self-driving\IMG\left_2021_08_04_13_15_12_927.jpg,C:\Users\Harsh\Machine Learining\Self-driving\IMG\right_2021_08_04_13_15_12_927.jpg,0,0,0,7.223146E-06
C:\Users\Harsh\Machine Learining\Self-driving\IMG\center_2021_08_04_13_15_13_006.jpg,C:\Users\Harsh\Machine Learining\Self-driving\IMG\left_2021_08_04_13_15_13_006.jpg,C:\Users\Harsh\Machine Learining\Self-driving\IMG\right_2021_08_04_13_15_13_006.jpg,0,0,0,2.706224E-06
C:\Users\Harsh\Machine Learining\Self-driving\IMG\center_2021_08_04_13_15_13_081.jpg,C:\Users\Harsh\Machine Learining\Self-driving\IMG\left_2021_08_04_13_15_13_081.jpg,C:\Users\Harsh\Machine Learining\Self-driving\IMG\right_2021_08_04_13_15_13_081.jpg,0,0,0,5.775114E-06
C:\Users\Harsh\Machine Learining\Self-driving\IMG\center_2021_08_04_13_15_13_161.jpg,C:\Users\Harsh\Machine Learining\Self-driving\IMG\left_2021_08_04_13_15_13_161.jpg,C:\Users\Harsh\Machine Learining\Self-driving\IMG\right_2021_08_04_13_15_13_161.jpg,0,0,0,5.403585E-06
C:\Users\Harsh\Machine Learining\Self-driving\IMG\center_2021_08_04_13_15_13_235.jpg,C:\Users\Harsh\Machine Learining\Self-driving\IMG\left_2021_08_04_13_15_13_235.jpg,C:\Users\Harsh\Machine Learining\Self-driving\IMG\right_2021_08_04_13_15_13_235.jpg,0,0,0,1.467223E-05
C:\Users\Harsh\Machine Learining\Self-driving\IMG\center_2021_08_04_13_15_13_322.jpg,C:\Users\Harsh\Machine Learining\Self-driving\IMG\left_2021_08_04_13_15_13_322.jpg,C:\Users\Harsh\Machine Learining\Self-driving\IMG\right_2021_08_04_13_15_13_322.jpg,0,0.0640284,0,0.03511925
C:\Users\Harsh\Machine Learining\Self-driving\IMG\center_2021_08_04_13_15_13_394.jpg,C:\Users\Harsh\Machine Learining\Self-driving\IMG\left_2021_08_04_13_15_13_394.jpg,C:\Users\Harsh\Machine Learining\Self-driving\IMG\right_2021_08_04_13_15_13_394.jpg,0,0.2995242,0,0.1595174
C:\Users\Harsh\Machine Learining\Self-driving\IMG\center_2021_08_04_13_15_13_472.jpg,C:\Users\Harsh\Machine Learining\Self-driving\IMG\left_2021_08_04_13_15_13_472.jpg,C:\Users\Harsh\Machine Learining\Self-driving\IMG\right_2021_08_04_13_15_13_472.jpg,0,0.5329155,0,0.5608501
C:\Users\Harsh\Machine Learining\Self-driving\IMG\center_2021_08_04_13_15_13_553.jpg,C:\Users\Harsh\Machine Learining\Self-driving\IMG\left_2021_08_04_13_15_13_553.jpg,C:\Users\Harsh\Machine Learining\Self-driving\IMG\right_2021_08_04_13_15_13_553.jpg,0,0.7727785,0,1.191591
C:\Users\Harsh\Machine Learining\Self-driving\IMG\center_2021_08_04_13_15_13_623.jpg,C:\Users\Harsh\Machine Learining\Self-driving\IMG\left_2021_08_04_13_15_13_623.jpg,C:\Users\Harsh\Machine Learining\Self-driving\IMG\right_2021_08_04_13_15_13_623.jpg,0,0.9869716,0,1.995968
